TIME, ID, ST_B, ST_A, chunking, no_chunk, complete, shutdonw, fail
529.683916, 53, 1, 1, 0, 99, 0, 0, 0
529.885793, 53, 1, 4, 0, 98, 0, 0, 1
534.301831, 88, 1, 1, 0, 98, 0, 0, 1
534.328306, 52, 1, 1, 0, 98, 0, 0, 1
534.656960, 30, 1, 1, 0, 98, 0, 0, 1
537.477553, 83, 1, 1, 0, 98, 0, 0, 1
538.853264, 54, 1, 1, 0, 98, 0, 0, 1
541.310181, 92, 1, 1, 0, 98, 0, 0, 1
542.055789, 27, 1, 1, 0, 98, 0, 0, 1
542.131294, 1, 1, 1, 0, 98, 0, 0, 1
543.824535, 26, 1, 1, 0, 98, 0, 0, 1
544.756592, 95, 1, 1, 0, 98, 0, 0, 1
545.700579, 35, 1, 1, 0, 98, 0, 0, 1
546.145108, 14, 1, 1, 0, 98, 0, 0, 1
548.484863, 70, 1, 1, 0, 98, 0, 0, 1
550.192684, 15, 1, 1, 0, 98, 0, 0, 1
550.746578, 6, 1, 1, 0, 98, 0, 0, 1
552.940923, 9, 1, 1, 0, 98, 0, 0, 1
553.714423, 9, 1, 4, 0, 97, 0, 0, 2
553.896024, 38, 1, 1, 0, 97, 0, 0, 2
555.899691, 56, 1, 1, 0, 97, 0, 0, 2
557.022279, 18, 1, 1, 0, 97, 0, 0, 2
557.348561, 5, 1, 1, 0, 97, 0, 0, 2
557.866427, 31, 1, 1, 0, 97, 0, 0, 2
558.090447, 66, 1, 1, 0, 97, 0, 0, 2
558.908626, 2, 1, 1, 0, 97, 0, 0, 2
559.036599, 72, 1, 1, 0, 97, 0, 0, 2
560.585000, 61, 1, 1, 0, 97, 0, 0, 2
561.933581, 16, 1, 1, 0, 97, 0, 0, 2
561.999368, 51, 1, 1, 0, 97, 0, 0, 2
563.645882, 13, 1, 1, 0, 97, 0, 0, 2
565.039571, 63, 1, 1, 0, 97, 0, 0, 2
565.360569, 29, 1, 1, 0, 97, 0, 0, 2
565.817708, 98, 1, 1, 0, 97, 0, 0, 2
566.788563, 64, 1, 1, 0, 97, 0, 0, 2
566.914398, 73, 1, 1, 0, 97, 0, 0, 2
566.959836, 94, 1, 1, 0, 97, 0, 0, 2
567.974105, 45, 1, 1, 0, 97, 0, 0, 2
568.344682, 12, 1, 1, 0, 97, 0, 0, 2
570.236049, 7, 1, 1, 0, 97, 0, 0, 2
570.507825, 21, 1, 1, 0, 97, 0, 0, 2
572.353321, 71, 1, 1, 0, 97, 0, 0, 2
573.577645, 48, 1, 1, 0, 97, 0, 0, 2
575.373505, 90, 1, 1, 0, 97, 0, 0, 2
576.781338, 41, 1, 1, 0, 97, 0, 0, 2
577.503017, 40, 1, 1, 0, 97, 0, 0, 2
577.628755, 81, 1, 1, 0, 97, 0, 0, 2
578.545408, 99, 1, 1, 0, 97, 0, 0, 2
579.742540, 80, 1, 1, 0, 97, 0, 0, 2
580.943229, 84, 1, 1, 0, 97, 0, 0, 2
581.546232, 79, 1, 1, 0, 97, 0, 0, 2
582.728431, 19, 1, 1, 0, 97, 0, 0, 2
583.205103, 65, 1, 1, 0, 97, 0, 0, 2
583.439945, 20, 1, 1, 0, 97, 0, 0, 2
584.103551, 86, 1, 1, 0, 97, 0, 0, 2
584.984531, 76, 1, 1, 0, 97, 0, 0, 2
585.167573, 32, 1, 1, 0, 97, 0, 0, 2
588.521607, 60, 1, 1, 0, 97, 0, 0, 2
588.538489, 47, 1, 1, 0, 97, 0, 0, 2
590.154586, 62, 1, 1, 0, 97, 0, 0, 2
591.008739, 97, 1, 1, 0, 97, 0, 0, 2
591.459652, 88, 1, 1, 0, 97, 0, 0, 2
591.794314, 30, 1, 1, 0, 97, 0, 0, 2
594.416568, 34, 1, 1, 0, 97, 0, 0, 2
599.194695, 17, 1, 1, 0, 97, 0, 0, 2
599.352063, 91, 1, 1, 0, 97, 0, 0, 2
599.997581, 68, 1, 1, 0, 97, 0, 0, 2
600.525093, 82, 1, 1, 0, 97, 0, 0, 2
601.158708, 69, 1, 1, 0, 97, 0, 0, 2
606.054211, 89, 1, 1, 0, 97, 0, 0, 2
606.824889, 28, 1, 1, 0, 97, 0, 0, 2
607.452013, 33, 1, 1, 0, 97, 0, 0, 2
607.901903, 85, 1, 1, 0, 97, 0, 0, 2
608.265496, 49, 1, 1, 0, 97, 0, 0, 2
608.731492, 95, 1, 1, 0, 97, 0, 0, 2
608.742056, 74, 1, 1, 0, 97, 0, 0, 2
609.629022, 26, 1, 1, 0, 97, 0, 0, 2
609.787910, 75, 1, 1, 0, 97, 0, 0, 2
611.829337, 11, 1, 1, 0, 97, 0, 0, 2
612.095149, 39, 1, 1, 0, 97, 0, 0, 2
612.582455, 23, 1, 1, 0, 97, 0, 0, 2
612.673730, 57, 1, 1, 0, 97, 0, 0, 2
612.871072, 1, 1, 1, 0, 97, 0, 0, 2
612.949748, 78, 1, 1, 0, 97, 0, 0, 2
613.724208, 42, 1, 1, 0, 97, 0, 0, 2
613.796900, 22, 1, 1, 0, 97, 0, 0, 2
614.023912, 3, 1, 1, 0, 97, 0, 0, 2
614.024373, 46, 1, 1, 0, 97, 0, 0, 2
615.797225, 37, 1, 1, 0, 97, 0, 0, 2
615.821388, 31, 1, 1, 0, 97, 0, 0, 2
616.362969, 4, 1, 1, 0, 97, 0, 0, 2
618.281166, 59, 1, 1, 0, 97, 0, 0, 2
618.954040, 58, 1, 1, 0, 97, 0, 0, 2
623.953811, 50, 1, 1, 0, 97, 0, 0, 2
625.407725, 70, 1, 1, 0, 97, 0, 0, 2
625.908391, 44, 1, 1, 0, 97, 0, 0, 2
626.520404, 81, 1, 1, 0, 97, 0, 0, 2
628.418104, 38, 1, 1, 0, 97, 0, 0, 2
629.580468, 55, 1, 1, 0, 97, 0, 0, 2
630.007452, 13, 1, 1, 0, 97, 0, 0, 2
633.887978, 9, 1, 1, 0, 98, 0, 0, 1
634.765904, 76, 1, 1, 0, 98, 0, 0, 1
635.013260, 67, 1, 1, 0, 98, 0, 0, 1
635.735881, 2, 1, 1, 0, 98, 0, 0, 1
636.797560, 53, 1, 1, 0, 99, 0, 0, 0
637.601793, 10, 1, 1, 0, 99, 0, 0, 0
638.055908, 79, 1, 1, 0, 99, 0, 0, 0
638.401213, 87, 1, 1, 0, 99, 0, 0, 0
639.399505, 36, 1, 1, 0, 99, 0, 0, 0
639.561940, 6, 1, 1, 0, 99, 0, 0, 0
640.694860, 96, 1, 1, 0, 99, 0, 0, 0
641.597748, 35, 1, 1, 0, 99, 0, 0, 0
641.806020, 54, 1, 1, 0, 99, 0, 0, 0
641.976597, 8, 1, 1, 0, 99, 0, 0, 0
642.473735, 16, 1, 1, 0, 99, 0, 0, 0
645.273159, 93, 1, 1, 0, 99, 0, 0, 0
647.126150, 24, 1, 1, 0, 99, 0, 0, 0
647.234978, 43, 1, 1, 0, 99, 0, 0, 0
648.413952, 77, 1, 1, 0, 99, 0, 0, 0
654.489347, 15, 1, 1, 0, 99, 0, 0, 0
657.610752, 83, 1, 1, 0, 99, 0, 0, 0
658.051597, 65, 1, 1, 0, 99, 0, 0, 0
658.308038, 45, 1, 1, 0, 99, 0, 0, 0
658.675903, 18, 1, 1, 0, 99, 0, 0, 0
658.893050, 92, 1, 1, 0, 99, 0, 0, 0
659.913119, 5, 1, 1, 0, 99, 0, 0, 0
660.028776, 68, 1, 1, 0, 99, 0, 0, 0
660.516367, 53, 1, 1, 0, 99, 0, 0, 0
661.385304, 64, 1, 1, 0, 99, 0, 0, 0
662.414188, 31, 1, 1, 0, 99, 0, 0, 0
662.645655, 72, 1, 1, 0, 99, 0, 0, 0
666.214274, 41, 1, 1, 0, 99, 0, 0, 0
666.793912, 94, 1, 1, 0, 99, 0, 0, 0
667.022773, 26, 1, 1, 0, 99, 0, 0, 0
667.063576, 99, 1, 1, 0, 99, 0, 0, 0
667.567195, 63, 1, 1, 0, 99, 0, 0, 0
668.373322, 39, 1, 1, 0, 99, 0, 0, 0
669.877257, 27, 1, 1, 0, 99, 0, 0, 0
670.308246, 49, 1, 1, 0, 99, 0, 0, 0
671.159156, 52, 1, 1, 0, 99, 0, 0, 0
672.100308, 40, 1, 1, 0, 99, 0, 0, 0
672.305991, 97, 1, 1, 0, 99, 0, 0, 0
672.514597, 20, 1, 1, 0, 99, 0, 0, 0
675.126555, 25, 1, 1, 0, 99, 0, 0, 0
676.110702, 3, 1, 1, 0, 99, 0, 0, 0
678.474479, 85, 1, 1, 0, 99, 0, 0, 0
679.443904, 60, 1, 1, 0, 99, 0, 0, 0
683.508347, 56, 1, 1, 0, 99, 0, 0, 0
684.081226, 1, 1, 1, 0, 99, 0, 0, 0
684.700416, 33, 1, 1, 0, 99, 0, 0, 0
684.847204, 98, 1, 1, 0, 99, 0, 0, 0
685.458055, 17, 1, 1, 0, 99, 0, 0, 0
685.626508, 82, 1, 1, 0, 99, 0, 0, 0
686.124322, 95, 1, 1, 0, 99, 0, 0, 0
686.468750, 80, 1, 1, 0, 99, 0, 0, 0
686.707239, 5, 1, 1, 0, 99, 0, 0, 0
687.268704, 71, 1, 1, 0, 99, 0, 0, 0
687.330069, 12, 1, 1, 0, 99, 0, 0, 0
687.517681, 87, 1, 1, 0, 99, 0, 0, 0
690.201948, 28, 1, 1, 0, 99, 0, 0, 0
692.706432, 61, 1, 1, 0, 99, 0, 0, 0
694.601695, 22, 1, 1, 0, 99, 0, 0, 0
695.492297, 90, 1, 1, 0, 99, 0, 0, 0
695.894599, 19, 1, 1, 0, 99, 0, 0, 0
698.827678, 75, 1, 1, 0, 99, 0, 0, 0
699.896411, 7, 1, 1, 0, 99, 0, 0, 0
702.837406, 58, 1, 1, 0, 99, 0, 0, 0
704.166949, 69, 1, 1, 0, 99, 0, 0, 0
704.352533, 21, 1, 1, 0, 99, 0, 0, 0
704.561164, 50, 1, 1, 0, 99, 0, 0, 0
704.765425, 50, 1, 4, 0, 98, 0, 0, 1
704.970243, 15, 1, 1, 0, 98, 0, 0, 1
705.149386, 37, 1, 1, 0, 98, 0, 0, 1
707.884142, 62, 1, 1, 0, 98, 0, 0, 1
710.744683, 91, 1, 1, 0, 98, 0, 0, 1
710.822655, 76, 1, 1, 0, 98, 0, 0, 1
710.956007, 51, 1, 1, 0, 98, 0, 0, 1
711.577250, 32, 1, 1, 0, 98, 0, 0, 1
711.836735, 73, 1, 1, 0, 98, 0, 0, 1
712.122412, 2, 1, 1, 0, 98, 0, 0, 1
712.204352, 86, 1, 1, 0, 98, 0, 0, 1
713.416501, 36, 1, 1, 0, 98, 0, 0, 1
713.468913, 34, 1, 1, 0, 98, 0, 0, 1
714.414336, 42, 1, 1, 0, 98, 0, 0, 1
714.781237, 57, 1, 1, 0, 98, 0, 0, 1
715.238110, 35, 1, 1, 0, 98, 0, 0, 1
715.381418, 14, 1, 1, 0, 98, 0, 0, 1
715.829206, 29, 1, 1, 0, 98, 0, 0, 1
716.683531, 11, 1, 1, 0, 98, 0, 0, 1
720.768248, 81, 1, 1, 0, 98, 0, 0, 1
721.359434, 74, 1, 1, 0, 98, 0, 0, 1
721.764561, 38, 1, 1, 0, 98, 0, 0, 1
724.790023, 54, 1, 1, 0, 98, 0, 0, 1
724.876341, 44, 1, 1, 0, 98, 0, 0, 1
727.255980, 48, 1, 1, 0, 98, 0, 0, 1
728.230985, 78, 1, 1, 0, 98, 0, 0, 1
728.361260, 31, 1, 1, 0, 98, 0, 0, 1
728.622604, 47, 1, 1, 0, 98, 0, 0, 1
732.560623, 82, 1, 1, 0, 98, 0, 0, 1
733.238273, 88, 1, 1, 0, 98, 0, 0, 1
734.381303, 13, 1, 1, 0, 98, 0, 0, 1
734.579336, 77, 1, 1, 0, 98, 0, 0, 1
734.699263, 59, 1, 1, 0, 98, 0, 0, 1
735.123354, 66, 1, 1, 0, 98, 0, 0, 1
735.434093, 8, 1, 1, 0, 98, 0, 0, 1
735.586627, 4, 1, 1, 0, 98, 0, 0, 1
736.010158, 84, 1, 1, 0, 98, 0, 0, 1
736.300653, 43, 1, 1, 0, 98, 0, 0, 1
738.614775, 65, 1, 1, 0, 98, 0, 0, 1
739.322988, 26, 1, 1, 0, 98, 0, 0, 1
740.805505, 10, 1, 1, 0, 98, 0, 0, 1
742.255793, 67, 1, 1, 0, 98, 0, 0, 1
743.084455, 64, 1, 1, 0, 98, 0, 0, 1
745.150390, 52, 1, 1, 0, 98, 0, 0, 1
745.935476, 56, 1, 1, 0, 98, 0, 0, 1
746.664017, 79, 1, 1, 0, 98, 0, 0, 1
747.161244, 50, 1, 1, 0, 99, 0, 0, 0
747.671487, 53, 1, 1, 0, 99, 0, 0, 0
748.780855, 30, 1, 1, 0, 99, 0, 0, 0
749.244797, 74, 1, 1, 0, 99, 0, 0, 0
751.707555, 63, 1, 1, 0, 99, 0, 0, 0
753.984689, 49, 1, 1, 0, 99, 0, 0, 0
755.916865, 1, 1, 1, 0, 99, 0, 0, 0
756.120569, 18, 1, 1, 0, 99, 0, 0, 0
756.459124, 43, 1, 1, 0, 99, 0, 0, 0
756.603509, 72, 1, 1, 0, 99, 0, 0, 0
758.005943, 45, 1, 1, 0, 99, 0, 0, 0
758.144051, 89, 1, 1, 0, 99, 0, 0, 0
759.202095, 27, 1, 1, 0, 99, 0, 0, 0
760.321266, 5, 1, 1, 0, 99, 0, 0, 0
760.570009, 23, 1, 1, 0, 99, 0, 0, 0
761.632161, 91, 1, 1, 0, 99, 0, 0, 0
762.474670, 55, 1, 1, 0, 99, 0, 0, 0
764.214303, 19, 1, 1, 0, 99, 0, 0, 0
764.376863, 24, 1, 1, 0, 99, 0, 0, 0
764.413688, 70, 1, 1, 0, 99, 0, 0, 0
770.786253, 28, 1, 1, 0, 99, 0, 0, 0
770.787396, 25, 1, 1, 0, 99, 0, 0, 0
770.845540, 33, 1, 1, 0, 99, 0, 0, 0
770.909796, 25, 1, 4, 0, 98, 0, 0, 1
774.238290, 60, 1, 1, 0, 98, 0, 0, 1
775.322651, 39, 1, 1, 0, 98, 0, 0, 1
777.675071, 80, 1, 1, 0, 98, 0, 0, 1
778.176155, 44, 1, 1, 0, 98, 0, 0, 1
780.434692, 93, 1, 1, 0, 98, 0, 0, 1
782.535300, 15, 1, 1, 0, 98, 0, 0, 1
783.082708, 83, 1, 1, 0, 98, 0, 0, 1
783.570141, 6, 1, 1, 0, 98, 0, 0, 1
784.908565, 14, 1, 1, 0, 98, 0, 0, 1
785.878066, 16, 1, 1, 0, 98, 0, 0, 1
786.137191, 92, 1, 1, 0, 98, 0, 0, 1
786.612342, 68, 1, 1, 0, 98, 0, 0, 1
787.424297, 35, 1, 1, 0, 98, 0, 0, 1
789.413194, 22, 1, 1, 0, 98, 0, 0, 1
791.028930, 76, 1, 1, 0, 98, 0, 0, 1
791.263146, 20, 1, 1, 0, 98, 0, 0, 1
791.962694, 75, 1, 1, 0, 98, 0, 0, 1
792.290199, 96, 1, 1, 0, 98, 0, 0, 1
792.949426, 17, 1, 1, 0, 98, 0, 0, 1
794.662948, 40, 1, 1, 0, 98, 0, 0, 1
794.876283, 47, 1, 1, 0, 98, 0, 0, 1
795.293317, 98, 1, 1, 0, 98, 0, 0, 1
795.657106, 46, 1, 1, 0, 98, 0, 0, 1
796.211742, 84, 1, 1, 0, 98, 0, 0, 1
797.015177, 99, 1, 1, 0, 98, 0, 0, 1
797.877111, 42, 1, 1, 0, 98, 0, 0, 1
799.118855, 37, 1, 1, 0, 98, 0, 0, 1
802.846225, 87, 1, 1, 0, 98, 0, 0, 1
805.646333, 51, 1, 1, 0, 98, 0, 0, 1
807.831346, 61, 1, 1, 0, 98, 0, 0, 1
808.501408, 9, 1, 1, 0, 98, 0, 0, 1
809.042178, 23, 1, 1, 0, 98, 0, 0, 1
810.184180, 2, 1, 1, 0, 98, 0, 0, 1
811.124433, 86, 1, 1, 0, 98, 0, 0, 1
811.462622, 77, 1, 1, 0, 98, 0, 0, 1
811.702375, 69, 1, 1, 0, 98, 0, 0, 1
813.618869, 44, 1, 1, 0, 98, 0, 0, 1
814.226617, 3, 1, 1, 0, 98, 0, 0, 1
814.612218, 90, 1, 1, 0, 98, 0, 0, 1
816.441481, 38, 1, 1, 0, 98, 0, 0, 1
816.718976, 1, 1, 1, 0, 98, 0, 0, 1
817.109830, 52, 1, 1, 0, 98, 0, 0, 1
819.518599, 65, 1, 1, 0, 98, 0, 0, 1
820.695466, 34, 1, 1, 0, 98, 0, 0, 1
821.095048, 73, 1, 1, 0, 98, 0, 0, 1
823.399954, 49, 1, 1, 0, 98, 0, 0, 1
824.118725, 54, 1, 1, 0, 98, 0, 0, 1
824.349229, 26, 1, 1, 0, 98, 0, 0, 1
824.381877, 59, 1, 1, 0, 98, 0, 0, 1
824.466626, 12, 1, 1, 0, 98, 0, 0, 1
825.163579, 56, 1, 1, 0, 98, 0, 0, 1
825.217002, 95, 1, 1, 0, 98, 0, 0, 1
827.841445, 11, 1, 1, 0, 98, 0, 0, 1
827.885474, 31, 1, 1, 0, 98, 0, 0, 1
828.069674, 7, 1, 1, 0, 98, 0, 0, 1
828.624241, 71, 1, 1, 0, 98, 0, 0, 1
828.696598, 28, 1, 1, 0, 98, 0, 0, 1
830.866709, 67, 1, 1, 0, 98, 0, 0, 1
834.236791, 12, 1, 1, 0, 98, 0, 0, 1
835.790501, 24, 1, 1, 0, 98, 0, 0, 1
835.958057, 97, 1, 1, 0, 98, 0, 0, 1
837.285554, 13, 1, 1, 0, 98, 0, 0, 1
838.546465, 18, 1, 1, 0, 98, 0, 0, 1
839.849206, 82, 1, 1, 0, 98, 0, 0, 1
840.409093, 63, 1, 1, 0, 98, 0, 0, 1
840.951001, 41, 1, 1, 0, 98, 0, 0, 1
840.960083, 5, 1, 1, 0, 98, 0, 0, 1
841.467072, 53, 1, 1, 0, 98, 0, 0, 1
842.287861, 89, 1, 1, 0, 98, 0, 0, 1
843.013288, 8, 1, 1, 0, 98, 0, 0, 1
843.983707, 81, 1, 1, 0, 98, 0, 0, 1
844.472412, 62, 1, 1, 0, 98, 0, 0, 1
845.523865, 50, 1, 1, 0, 98, 0, 0, 1
846.246443, 85, 1, 1, 0, 98, 0, 0, 1
847.058346, 79, 1, 1, 0, 98, 0, 0, 1
848.521863, 58, 1, 1, 0, 98, 0, 0, 1
848.844686, 94, 1, 1, 0, 98, 0, 0, 1
849.677918, 10, 1, 1, 0, 98, 0, 0, 1
850.095534, 64, 1, 1, 0, 98, 0, 0, 1
850.622581, 74, 1, 1, 0, 98, 0, 0, 1
852.966517, 33, 1, 1, 0, 98, 0, 0, 1
855.333736, 93, 1, 1, 0, 98, 0, 0, 1
855.724980, 47, 1, 1, 0, 98, 0, 0, 1
855.948300, 36, 1, 1, 0, 98, 0, 0, 1
857.073205, 91, 1, 1, 0, 98, 0, 0, 1
857.273419, 52, 1, 1, 0, 98, 0, 0, 1
857.805081, 70, 1, 1, 0, 98, 0, 0, 1
857.839190, 43, 1, 1, 0, 98, 0, 0, 1
858.663251, 78, 1, 1, 0, 98, 0, 0, 1
859.213058, 25, 1, 1, 0, 99, 0, 0, 0
860.105500, 66, 1, 1, 0, 99, 0, 0, 0
862.209434, 45, 1, 1, 0, 99, 0, 0, 0
863.015643, 29, 1, 1, 0, 99, 0, 0, 0
864.263666, 57, 1, 1, 0, 99, 0, 0, 0
864.452329, 4, 1, 1, 0, 99, 0, 0, 0
865.203603, 48, 1, 1, 0, 99, 0, 0, 0
865.789614, 69, 1, 1, 0, 99, 0, 0, 0
865.901315, 32, 1, 1, 0, 99, 0, 0, 0
866.595518, 88, 1, 1, 0, 99, 0, 0, 0
869.229629, 15, 1, 1, 0, 99, 0, 0, 0
870.303439, 75, 1, 1, 0, 99, 0, 0, 0
870.385974, 19, 1, 1, 0, 99, 0, 0, 0
871.164483, 30, 1, 1, 0, 99, 0, 0, 0
871.765785, 40, 1, 1, 0, 99, 0, 0, 0
874.793523, 21, 1, 1, 0, 99, 0, 0, 0
876.093861, 84, 1, 1, 0, 99, 0, 0, 0
878.286296, 87, 1, 1, 0, 99, 0, 0, 0
878.619356, 92, 1, 1, 0, 99, 0, 0, 0
883.230373, 68, 1, 1, 0, 99, 0, 0, 0
886.263147, 77, 1, 1, 0, 99, 0, 0, 0
886.739608, 61, 1, 1, 0, 99, 0, 0, 0
890.395239, 90, 1, 1, 0, 99, 0, 0, 0
890.590083, 56, 1, 1, 0, 99, 0, 0, 0
891.582998, 60, 1, 1, 0, 99, 0, 0, 0
893.191947, 80, 1, 1, 0, 99, 0, 0, 0
894.119150, 44, 1, 1, 0, 99, 0, 0, 0
894.488442, 98, 1, 1, 0, 99, 0, 0, 0
894.501580, 17, 1, 1, 0, 99, 0, 0, 0
895.217130, 72, 1, 1, 0, 99, 0, 0, 0
895.401814, 42, 1, 1, 0, 99, 0, 0, 0
895.632283, 20, 1, 1, 0, 99, 0, 0, 0
895.992129, 54, 1, 1, 0, 99, 0, 0, 0
896.740689, 65, 1, 1, 0, 99, 0, 0, 0
897.232605, 27, 1, 1, 0, 99, 0, 0, 0
897.552518, 23, 1, 1, 0, 99, 0, 0, 0
898.462163, 76, 1, 1, 0, 99, 0, 0, 0
898.507485, 51, 1, 1, 0, 99, 0, 0, 0
899.395908, 18, 1, 1, 0, 99, 0, 0, 0
900.394496, 2, 1, 1, 0, 99, 0, 0, 0
900.734104, 14, 1, 1, 0, 99, 0, 0, 0
901.759729, 16, 1, 1, 0, 99, 0, 0, 0
901.817854, 9, 1, 1, 0, 99, 0, 0, 0
902.904759, 96, 1, 1, 0, 99, 0, 0, 0
903.703732, 62, 1, 1, 0, 99, 0, 0, 0
904.517919, 22, 1, 1, 0, 99, 0, 0, 0
904.536202, 35, 1, 1, 0, 99, 0, 0, 0
904.568532, 7, 1, 1, 0, 99, 0, 0, 0
906.711302, 49, 1, 1, 0, 99, 0, 0, 0
906.896998, 6, 1, 1, 0, 99, 0, 0, 0
907.110838, 39, 1, 1, 0, 99, 0, 0, 0
910.052920, 64, 1, 1, 0, 99, 0, 0, 0
911.377632, 26, 1, 1, 0, 99, 0, 0, 0
911.410807, 82, 1, 1, 0, 99, 0, 0, 0
911.780544, 73, 1, 1, 0, 99, 0, 0, 0
912.349517, 38, 1, 1, 0, 99, 0, 0, 0
913.351070, 1, 1, 1, 0, 99, 0, 0, 0
915.965992, 63, 1, 1, 0, 99, 0, 0, 0
916.270841, 42, 1, 1, 0, 99, 0, 0, 0
916.273816, 99, 1, 1, 0, 99, 0, 0, 0
916.855005, 41, 1, 1, 0, 99, 0, 0, 0
918.823698, 71, 1, 1, 0, 99, 0, 0, 0
920.462683, 55, 1, 1, 0, 99, 0, 0, 0
925.705915, 25, 1, 1, 0, 99, 0, 0, 0
928.018911, 34, 1, 1, 0, 99, 0, 0, 0
928.167101, 36, 1, 1, 0, 99, 0, 0, 0
929.321822, 91, 1, 1, 0, 99, 0, 0, 0
930.443863, 10, 1, 1, 0, 99, 0, 0, 0
930.788165, 48, 1, 1, 0, 99, 0, 0, 0
931.012807, 46, 1, 1, 0, 99, 0, 0, 0
932.271066, 59, 1, 1, 0, 99, 0, 0, 0
933.591820, 53, 1, 1, 0, 99, 0, 0, 0
933.705121, 29, 1, 1, 0, 99, 0, 0, 0
934.050319, 12, 1, 1, 0, 99, 0, 0, 0
935.381259, 52, 1, 1, 0, 99, 0, 0, 0
936.245179, 40, 1, 1, 0, 99, 0, 0, 0
936.963579, 3, 1, 1, 0, 99, 0, 0, 0
937.067390, 37, 1, 1, 0, 99, 0, 0, 0
937.656276, 83, 1, 1, 0, 99, 0, 0, 0
939.324721, 67, 1, 1, 0, 99, 0, 0, 0
940.859317, 5, 1, 1, 0, 99, 0, 0, 0
941.634066, 97, 1, 1, 0, 99, 0, 0, 0
942.151037, 86, 1, 1, 0, 99, 0, 0, 0
942.501392, 32, 1, 1, 0, 99, 0, 0, 0
942.724585, 8, 1, 1, 0, 99, 0, 0, 0
943.062799, 32, 1, 4, 0, 98, 0, 0, 1
945.053575, 13, 1, 1, 0, 98, 0, 0, 1
945.555547, 57, 1, 1, 0, 98, 0, 0, 1
946.767686, 66, 1, 1, 0, 98, 0, 0, 1
947.541536, 4, 1, 1, 0, 98, 0, 0, 1
948.740913, 79, 1, 1, 0, 98, 0, 0, 1
948.925238, 58, 1, 1, 0, 98, 0, 0, 1
949.708172, 58, 1, 4, 0, 97, 0, 0, 2
950.042727, 92, 1, 1, 0, 97, 0, 0, 2
950.268383, 14, 1, 1, 0, 97, 0, 0, 2
951.297024, 87, 1, 1, 0, 97, 0, 0, 2
952.507931, 61, 1, 1, 0, 97, 0, 0, 2
955.412337, 64, 1, 1, 0, 97, 0, 0, 2
956.007230, 85, 1, 1, 0, 97, 0, 0, 2
956.697409, 31, 1, 1, 0, 97, 0, 0, 2
957.948834, 80, 1, 1, 0, 97, 0, 0, 2
958.030233, 78, 1, 1, 0, 97, 0, 0, 2
958.037281, 94, 1, 1, 0, 97, 0, 0, 2
958.488481, 24, 1, 1, 0, 97, 0, 0, 2
958.560061, 54, 1, 1, 0, 97, 0, 0, 2
958.882313, 47, 1, 1, 0, 97, 0, 0, 2
958.933475, 44, 1, 1, 0, 97, 0, 0, 2
959.625490, 15, 1, 1, 0, 97, 0, 0, 2
960.129700, 28, 1, 1, 0, 97, 0, 0, 2
960.716310, 21, 1, 1, 0, 97, 0, 0, 2
961.119336, 71, 1, 1, 0, 97, 0, 0, 2
962.767518, 62, 1, 1, 0, 97, 0, 0, 2
969.507511, 70, 1, 1, 0, 97, 0, 0, 2
969.987660, 33, 1, 1, 0, 97, 0, 0, 2
971.042792, 74, 1, 1, 0, 97, 0, 0, 2
972.331510, 45, 1, 1, 0, 97, 0, 0, 2
974.312812, 41, 1, 1, 0, 97, 0, 0, 2
974.378385, 11, 1, 1, 0, 97, 0, 0, 2
974.501896, 89, 1, 1, 0, 97, 0, 0, 2
974.597689, 68, 1, 1, 0, 97, 0, 0, 2
975.913733, 92, 1, 1, 0, 97, 0, 0, 2
977.341172, 43, 1, 1, 0, 97, 0, 0, 2
979.031642, 22, 1, 1, 0, 97, 0, 0, 2
979.511571, 77, 1, 1, 0, 97, 0, 0, 2
980.872326, 6, 1, 1, 0, 97, 0, 0, 2
980.959710, 81, 1, 1, 0, 97, 0, 0, 2
981.517880, 93, 1, 1, 0, 97, 0, 0, 2
981.678331, 90, 1, 1, 0, 97, 0, 0, 2
982.686627, 51, 1, 1, 0, 97, 0, 0, 2
983.022444, 18, 1, 1, 0, 97, 0, 0, 2
983.414176, 95, 1, 1, 0, 97, 0, 0, 2
983.954569, 85, 1, 1, 0, 97, 0, 0, 2
986.928535, 9, 1, 1, 0, 97, 0, 0, 2
989.700755, 65, 1, 1, 0, 97, 0, 0, 2
989.733022, 87, 1, 1, 0, 97, 0, 0, 2
990.217170, 63, 1, 1, 0, 97, 0, 0, 2
990.542319, 38, 1, 1, 0, 97, 0, 0, 2
990.586341, 88, 1, 1, 0, 97, 0, 0, 2
990.962510, 1, 1, 1, 0, 97, 0, 0, 2
993.807710, 84, 1, 1, 0, 97, 0, 0, 2
995.519172, 26, 1, 1, 0, 97, 0, 0, 2
996.136619, 30, 1, 1, 0, 97, 0, 0, 2
997.843561, 47, 1, 1, 0, 97, 0, 0, 2
998.590453, 59, 1, 1, 0, 97, 0, 0, 2
998.605516, 91, 1, 1, 0, 97, 0, 0, 2
1000.074194, 16, 1, 1, 0, 97, 0, 0, 2
